Text,label
"David lui va à l’école le mercredi matin ['David', 'lui', 'va', 'à', 'l’', 'école', 'le', 'mercredi', 'matin'] []",A2
"De longues heures s’enchaînent pendant lesquelles Alice et ses camarades apprennent de nouvelles choses ['De', 'longues', 'heures', 's’', 'enchaînent', 'pendant', 'lesquelles', 'Alice', 'et', 'ses', 'camarades', 'apprennent', 'de', 'nouvelles', 'choses'] []",A2
"Découvrez les plus beaux monuments de la capitale ['Découvrez', 'les', 'plus', 'beaux', 'monuments', 'de', 'la', 'capitale'] ['plus']",A2
"Déjà les premières 6 représentations annulées ['Déjà', 'les', 'premières', '6', 'représentations', 'annulées'] []",A2
"Demain jai été fêter mon anniversaire ['Demain', 'jai', 'été', 'fêter', 'mon', 'anniversaire'] []",A2
"Depuis 127 ans le plus célèbre cabaret du monde colore les nuits blanches de la capitale de ses strass et ses paillettes ['Depuis', '127', 'ans', 'le', 'plus', 'célèbre', 'cabaret', 'du', 'monde', 'colore', 'les', 'nuits', 'blanches', 'de', 'la', 'capitale', 'de', 'ses', 'strass', 'et', 'ses', 'paillettes'] ['plus']",A2
"Depuis un an mon mari Cédric nos trois enfants et moi allons au marché tous ensemble le dimanche matin ['Depuis', 'un', 'an', 'mon', 'mari', 'Cédric', 'nos', 'trois', 'enfants', 'et', 'moi', 'allons', 'au', 'marché', 'tous', 'ensemble', 'le', 'dimanche', 'matin'] []",A2
"Des feux d’artifices et des défilés militaires sont organisés ['Des', 'feux', 'd’', 'artifices', 'et', 'des', 'défilés', 'militaires', 'sont', 'organisés'] []",A2
"Donc juste dans ma zone personnelle donc je fais la mise en place pour une centaine de clients ce soir ['Donc', 'juste', 'dans', 'ma', 'zone', 'personnelle', 'donc', 'je', 'fais', 'la', 'mise', 'en', 'place', 'pour', 'une', 'centaine', 'de', 'clients', 'ce', 'soir'] ['zone']",A2
"Elle célèbre la prise de la Bastille qui a eu lieu le 14 juillet 1789 ['Elle', 'célèbre', 'la', 'prise', 'de', 'la', 'Bastille', 'qui', 'a', 'eu', 'lieu', 'le', '14', 'juillet', '1789'] []",A2
"Elle est plus jolie que celle que j’avais avant ['Elle', 'est', 'plus', 'jolie', 'que', 'celle', 'que', 'j’', 'avais', 'avant'] ['plus']",A2
"Elle fais ses devoirs puis prépare le dîner et finalement elle regarde un film avant daller se coucher ['Elle', 'fais', 'ses', 'devoirs', 'puis', 'prépare', 'le', 'dîner', 'et', 'finalement', 'elle', 'regarde', 'un', 'film', 'avant', 'daller', 'se', 'coucher'] ['finalement']",A2
"Elle joue du violon comme un grand artiste ['Elle', 'joue', 'du', 'violon', 'comme', 'un', 'grand', 'artiste'] ['artiste']",A2
"Elle partage un appartement avec deux garçons ['Elle', 'partage', 'un', 'appartement', 'avec', 'deux', 'garçons'] []",A2
"Elle se situe au bout du couloir à droite ['Elle', 'se', 'situe', 'au', 'bout', 'du', 'couloir', 'à', 'droite'] []",A2
"Elle vient avec son mari et mes cousins Lionel et Marcel ['Elle', 'vient', 'avec', 'son', 'mari', 'et', 'mes', 'cousins', 'Lionel', 'et', 'Marcel'] []",A2
"En effet même si vous ne souhaitez pas acheter quelque chose il est toujours intéressant de passer du temps dans les centres commerciaux ['En', 'effet', 'même', 'si', 'vous', 'ne', 'souhaitez', 'pas', 'acheter', 'quelque', 'chose', 'il', 'est', 'toujours', 'intéressant', 'de', 'passer', 'du', 'temps', 'dans', 'les', 'centres', 'commerciaux'] ['intéressant']",A2
"En été comme en hiver les gens se bousculent dans ces endroits fantastiques remplis de boutiques variées et danimations diverses ['En', 'été', 'comme', 'en', 'hiver', 'les', 'gens', 'se', 'bousculent', 'dans', 'ces', 'endroits', 'fantastiques', 'remplis', 'de', 'boutiques', 'variées', 'et', 'danimations', 'diverses'] []",A2
"En France il y a au total 11 fêtes pendant l’année ['En', 'France', 'il', 'y', 'a', 'au', 'total', '11', 'fêtes', 'pendant', 'l’', 'année'] []",A2
"Et toi quand estce que tu rentres à Tours ['Et', 'toi', 'quand', 'estce', 'que', 'tu', 'rentres', 'à', 'Tours'] []",A2
"Étranger toujours À Paris Jacques Chirac a remis un chèque aux jeunes de la fac de IESSEC ['Étranger', 'toujours', 'À', 'Paris', 'Jacques', 'Chirac', 'a', 'remis', 'un', 'chèque', 'aux', 'jeunes', 'de', 'la', 'fac', 'de', 'IESSEC'] []",A2
"Hier je suis allé au cinema ['Hier', 'je', 'suis', 'allé', 'au', 'cinema'] []",A2
"Ici il fait beau et chaud ['Ici', 'il', 'fait', 'beau', 'et', 'chaud'] []",A2
"Il a un appartement ['Il', 'a', 'un', 'appartement'] []",A2
"Il agite son petit nez rose quand il me voit Ma grandmère fait des gâteaux tous les jours ['Il', 'agite', 'son', 'petit', 'nez', 'rose', 'quand', 'il', 'me', 'voit', 'Ma', 'grandmère', 'fait', 'des', 'gâteaux', 'tous', 'les', 'jours'] ['rose']",A2
"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation à dix heures du matin ['Il', 'doit', 'étudier', 'et', 'écrire', 'pendant', 'quatre', 'heures', 'le', 'matin', 'et', 'il', 'ne', 'peut', 'se', 'reposer', 'que', 'vingt', 'minutes', 'au', 'moment', 'de', 'la', 'récréation', 'à', 'dix', 'heures', 'du', 'matin'] ['étudier' 'minutes' 'moment']",A2
"Il doit se dépêcher pour ne pas être en retard à l’école ['Il', 'doit', 'se', 'dépêcher', 'pour', 'ne', 'pas', 'être', 'en', 'retard', 'à', 'l’', 'école'] []",A2
"Il est interdit de fumer ['Il', 'est', 'interdit', 'de', 'fumer'] []",A2
"Il est intéressant de noter que jusquen 1995 le Festival de Deauville nétait pas compétitif ['Il', 'est', 'intéressant', 'de', 'noter', 'que', 'jusquen', '1995', 'le', 'Festival', 'de', 'Deauville', 'nétait', 'pas', 'compétitif'] ['intéressant']",A2
"Il faisait toujours très beau et surtout très chaud ['Il', 'faisait', 'toujours', 'très', 'beau', 'et', 'surtout', 'très', 'chaud'] []",A2
"Il fait très beau ['Il', 'fait', 'très', 'beau'] []",A2
"Il faut alors prendre le métro durant vingt minutes avant darriver devant lécole ['Il', 'faut', 'alors', 'prendre', 'le', 'métro', 'durant', 'vingt', 'minutes', 'avant', 'darriver', 'devant', 'lécole'] ['minutes']",A2
"Il faut du temps et du courage pour soigner toute cette ménagerie En plus des animaux il faut aussi soccuper du potager de mon papy ['Il', 'faut', 'du', 'temps', 'et', 'du', 'courage', 'pour', 'soigner', 'toute', 'cette', 'ménagerie', 'En', 'plus', 'des', 'animaux', 'il', 'faut', 'aussi', 'soccuper', 'du', 'potager', 'de', 'mon', 'papy'] ['courage' 'plus']",A2
"Il naime pas donner les billets de vingt ou de cinquante euros ['Il', 'naime', 'pas', 'donner', 'les', 'billets', 'de', 'vingt', 'ou', 'de', 'cinquante', 'euros'] []",A2
"Il pensait quun chef pouvait manger des pizzas et des frites tous les jours ['Il', 'pensait', 'quun', 'chef', 'pouvait', 'manger', 'des', 'pizzas', 'et', 'des', 'frites', 'tous', 'les', 'jours'] []",A2
"Il pleurait à chaque fois ['Il', 'pleurait', 'à', 'chaque', 'fois'] []",A2
"Il préfère quand les sommes ne sont pas arrondies ['Il', 'préfère', 'quand', 'les', 'sommes', 'ne', 'sont', 'pas', 'arrondies'] []",A2
"Il reste au lit un quart d’heure dans le noir avant de se lever pour faire durer la nuit ['Il', 'reste', 'au', 'lit', 'un', 'quart', 'd’', 'heure', 'dans', 'le', 'noir', 'avant', 'de', 'se', 'lever', 'pour', 'faire', 'durer', 'la', 'nuit'] ['heure']",A2
"Il sait écrire son nom ['Il', 'sait', 'écrire', 'son', 'nom'] []",A2
"Il travaille en ville ['Il', 'travaille', 'en', 'ville'] []",A2
"Il va à l’école des petits ['Il', 'va', 'à', 'l’', 'école', 'des', 'petits'] []",A2
"Il veut aller à la montagne ['Il', 'veut', 'aller', 'à', 'la', 'montagne'] []",A2
"Il y a aussi quelques arbres fruitiers comme un cerisier un pommier un abricotier ['Il', 'y', 'a', 'aussi', 'quelques', 'arbres', 'fruitiers', 'comme', 'un', 'cerisier', 'un', 'pommier', 'un', 'abricotier'] []",A2
"Il y a des régions où les enfants ne vont pas à l’école le mercredi ['Il', 'y', 'a', 'des', 'régions', 'où', 'les', 'enfants', 'ne', 'vont', 'pas', 'à', 'l’', 'école', 'le', 'mercredi'] []",A2
"Ils décident d’aller au marché pour acheter les ingrédients qu’ils vont cuisiner ['Ils', 'décident', 'd’', 'aller', 'au', 'marché', 'pour', 'acheter', 'les', 'ingrédients', 'qu’', 'ils', 'vont', 'cuisiner'] []",A2
"Ils mettent tous leurs achats dans un grand sac puis ils rentrent dans leur maison ['Ils', 'mettent', 'tous', 'leurs', 'achats', 'dans', 'un', 'grand', 'sac', 'puis', 'ils', 'rentrent', 'dans', 'leur', 'maison'] []",A2
"Ils ont besoin d’une salade verte de 6 tomates de 3 œufs de crème fraiche et de jambon ['Ils', 'ont', 'besoin', 'd’', 'une', 'salade', 'verte', 'de', '6', 'tomates', 'de', '3', 'œufs', 'de', 'crème', 'fraiche', 'et', 'de', 'jambon'] []",A2
"Ils ont des étoiles plein les yeux ['Ils', 'ont', 'des', 'étoiles', 'plein', 'les', 'yeux'] []",A2
"Ils ont deux enfants  un fils qui s’appelle André et une fille qui est très gentille ['Ils', 'ont', 'deux', 'enfants', ' ', 'un', 'fils', 'qui', 's’', 'appelle', 'André', 'et', 'une', 'fille', 'qui', 'est', 'très', 'gentille'] []",A2
"Ils prennent donc leur voiture rouge et conduisent jusqu’à la place du village ['Ils', 'prennent', 'donc', 'leur', 'voiture', 'rouge', 'et', 'conduisent', 'jusqu’', 'à', 'la', 'place', 'du', 'village'] ['village']",A2
"Ils sont trop mignons Mon préféré est noir et blanc et il sappelle ['Ils', 'sont', 'trop', 'mignons', 'Mon', 'préféré', 'est', 'noir', 'et', 'blanc', 'et', 'il', 'sappelle'] []",A2
"Ils vont cuisiner une quiche lorraine pour le repas ['Ils', 'vont', 'cuisiner', 'une', 'quiche', 'lorraine', 'pour', 'le', 'repas'] ['quiche']",A2
"Jadore la cuisine ici ['Jadore', 'la', 'cuisine', 'ici'] []",A2
"Jadore passer du temps avec connaît le nom des plantes et il sait reconnaître les champignons comestibles ['Jadore', 'passer', 'du', 'temps', 'avec', 'connaît', 'le', 'nom', 'des', 'plantes', 'et', 'il', 'sait', 'reconnaître', 'les', 'champignons', 'comestibles'] []",A2
"Jai adoré le repas ['Jai', 'adoré', 'le', 'repas'] []",A2
"Jai bien aimé le film ['Jai', 'bien', 'aimé', 'le', 'film'] []",A2
"Jai bien reçu ton message ['Jai', 'bien', 'reçu', 'ton', 'message'] ['message']",A2
"Jai connu mon pays sous un soleil flambant ['Jai', 'connu', 'mon', 'pays', 'sous', 'un', 'soleil', 'flambant'] []",A2
"Jai de la chance davoir vu le spectacle plus de 500 fois ['Jai', 'de', 'la', 'chance', 'davoir', 'vu', 'le', 'spectacle', 'plus', 'de', '500', 'fois'] ['spectacle' 'plus']",A2
"Jai eu très peur ['Jai', 'eu', 'très', 'peur'] []",A2
"Jai trouvé les personnages sympathiques ['Jai', 'trouvé', 'les', 'personnages', 'sympathiques'] []",A2
"Jaime bien ce film de 1964 parce que jaime bien les comédies ['Jaime', 'bien', 'ce', 'film', 'de', '1964', 'parce', 'que', 'jaime', 'bien', 'les', 'comédies'] []",A2
"Jattends ta réponse ['Jattends', 'ta', 'réponse'] []",A2
"Jespère que tu passes des vacances extraordinaires ['Jespère', 'que', 'tu', 'passes', 'des', 'vacances', 'extraordinaires'] []",A2
"Jétais donc lycéen et pompier à la fois ['Jétais', 'donc', 'lycéen', 'et', 'pompier', 'à', 'la', 'fois'] []",A2
"Jétais fier ['Jétais', 'fier'] []",A2
"J’ai décidé de peindre les murs en jaune et d’y installer mon piano ['J’', 'ai', 'décidé', 'de', 'peindre', 'les', 'murs', 'en', 'jaune', 'et', 'd’', 'y', 'installer', 'mon', 'piano'] ['piano']",A2
"J’ai un garage pour ma voiture et pour mon vélo ['J’', 'ai', 'un', 'garage', 'pour', 'ma', 'voiture', 'et', 'pour', 'mon', 'vélo'] ['garage']",A2
"J’aime beaucoup toute ma famille ['J’', 'aime', 'beaucoup', 'toute', 'ma', 'famille'] ['famille']",A2
"Je lai revu depuis noyé de carburant ['Je', 'lai', 'revu', 'depuis', 'noyé', 'de', 'carburant'] []",A2
"Je les ai vues devant la pharmacie ['Je', 'les', 'ai', 'vues', 'devant', 'la', 'pharmacie'] []",A2
"Je mappelle Camille et quand jétais enfant javais des rêves plein la tête ['Je', 'mappelle', 'Camille', 'et', 'quand', 'jétais', 'enfant', 'javais', 'des', 'rêves', 'plein', 'la', 'tête'] []",A2
"Je m’appelle Laurent et j’habite à Paris avec mes parents ma sœur ainée et mon frère ['Je', 'm’', 'appelle', 'Laurent', 'et', 'j’', 'habite', 'à', 'Paris', 'avec', 'mes', 'parents', 'ma', 'sœur', 'ainée', 'et', 'mon', 'frère'] []",A2
"Je me disais alors que je voulais aussi combattre pour la justice ['Je', 'me', 'disais', 'alors', 'que', 'je', 'voulais', 'aussi', 'combattre', 'pour', 'la', 'justice'] []",A2
"Je me sens très bien dans ma nouvelle maison ['Je', 'me', 'sens', 'très', 'bien', 'dans', 'ma', 'nouvelle', 'maison'] []",A2
"Je ne pourrai pas venir demain avec toi faire du vélo ['Je', 'ne', 'pourrai', 'pas', 'venir', 'demain', 'avec', 'toi', 'faire', 'du', 'vélo'] []",A2
"Je ne sais pas si jai assez dargent pour vous accompagner ['Je', 'ne', 'sais', 'pas', 'si', 'jai', 'assez', 'dargent', 'pour', 'vous', 'accompagner'] ['accompagner']",A2
"Je ne vais pas très vite mais il ralentit toujours pour moi ['Je', 'ne', 'vais', 'pas', 'très', 'vite', 'mais', 'il', 'ralentit', 'toujours', 'pour', 'moi'] []",A2
"Je pars avec ma copine Igora dans le nord du pays faire du camping ['Je', 'pars', 'avec', 'ma', 'copine', 'Igora', 'dans', 'le', 'nord', 'du', 'pays', 'faire', 'du', 'camping'] []",A2
"Je peins des tableaux dans mon studio ['Je', 'peins', 'des', 'tableaux', 'dans', 'mon', 'studio'] []",A2
"Je suis bien arrivé à Londres ['Je', 'suis', 'bien', 'arrivé', 'à', 'Londres'] []",A2
"Je tai attendu 1 heure devant le cinéma dans le froid ['Je', 'tai', 'attendu', '1', 'heure', 'devant', 'le', 'cinéma', 'dans', 'le', 'froid'] ['heure']",A2
"Je técris de chez mes grandsparents à lAigle en Normandie où je passe de super vacances depuis maintenant une semaine ['Je', 'técris', 'de', 'chez', 'mes', 'grandsparents', 'à', 'lAigle', 'en', 'Normandie', 'où', 'je', 'passe', 'de', 'super', 'vacances', 'depuis', 'maintenant', 'une', 'semaine'] []",A2
"Je te dis à très bientôt pour une rentrée des classes en pleine forme Le matin Théo se lève à six heures ['Je', 'te', 'dis', 'à', 'très', 'bientôt', 'pour', 'une', 'rentrée', 'des', 'classes', 'en', 'pleine', 'forme', 'Le', 'matin', 'Théo', 'se', 'lève', 'à', 'six', 'heures'] ['six']",A2
"Je te donne ma réponse demain ['Je', 'te', 'donne', 'ma', 'réponse', 'demain'] []",A2
"Je te propose un rendezvous à 20 heures au bar ['Je', 'te', 'propose', 'un', 'rendezvous', 'à', '20', 'heures', 'au', 'bar'] []",A2
"Je te téléphone à mon retour à Paris ['Je', 'te', 'téléphone', 'à', 'mon', 'retour', 'à', 'Paris'] ['téléphone']",A2
"Je vais à l’école pendant la journée ['Je', 'vais', 'à', 'l’', 'école', 'pendant', 'la', 'journée'] []",A2
"Je vais chez le dentiste laprèsmidi mais je suis libre le soir ['Je', 'vais', 'chez', 'le', 'dentiste', 'laprèsmidi', 'mais', 'je', 'suis', 'libre', 'le', 'soir'] []",A2
"Je vais copier la recette pour pouvoir te faire goûter ['Je', 'vais', 'copier', 'la', 'recette', 'pour', 'pouvoir', 'te', 'faire', 'goûter'] []",A2
"Je viens d’emménager dans ma nouvelle maison ['Je', 'viens', 'd’', 'emménager', 'dans', 'ma', 'nouvelle', 'maison'] []",A2
"Je visite tous les musées demain ['Je', 'visite', 'tous', 'les', 'musées', 'demain'] []",A2
"Je voudrais prendre des cours de karaté parce que jai un peu peur quand je suis seule le soir ['Je', 'voudrais', 'prendre', 'des', 'cours', 'de', 'karaté', 'parce', 'que', 'jai', 'un', 'peu', 'peur', 'quand', 'je', 'suis', 'seule', 'le', 'soir'] []",A2
"Je voulais être professeur et enseigner les mathématiques ['Je', 'voulais', 'être', 'professeur', 'et', 'enseigner', 'les', 'mathématiques'] []",A2
"Je voulais être professeur et enseigner les mathématiques ['Je', 'voulais', 'être', 'professeur', 'et', 'enseigner', 'les', 'mathématiques'] []",A2
"Je voulais poursuivre les criminels et défendre les gentils ['Je', 'voulais', 'poursuivre', 'les', 'criminels', 'et', 'défendre', 'les', 'gentils'] []",A2
"Laprèsmidi Alice va nager à la piscine ['Laprèsmidi', 'Alice', 'va', 'nager', 'à', 'la', 'piscine'] []",A2
"Lhistoire de ce livre est incroyable ['Lhistoire', 'de', 'ce', 'livre', 'est', 'incroyable'] []",A2
"La cloche de l’école sonne à quatorze heures pour que tout le monde retourne en classe jusqu’à dixsept heures ['La', 'cloche', 'de', 'l’', 'école', 'sonne', 'à', 'quatorze', 'heures', 'pour', 'que', 'tout', 'le', 'monde', 'retourne', 'en', 'classe', 'jusqu’', 'à', 'dixsept', 'heures'] ['classe']",A2
"La cuisine est la pièce préférée de ma maison ['La', 'cuisine', 'est', 'la', 'pièce', 'préférée', 'de', 'ma', 'maison'] []",A2
"La journée est longue pour David qui attend le samedi toute la semaine ['La', 'journée', 'est', 'longue', 'pour', 'David', 'qui', 'attend', 'le', 'samedi', 'toute', 'la', 'semaine'] []",A2
"La journée est longue pour lui ['La', 'journée', 'est', 'longue', 'pour', 'lui'] []",A2
"La journée n’est pas fini pour Théo qui doit rentrer à la maison pour faire ses devoirs ['La', 'journée', 'n’', 'est', 'pas', 'fini', 'pour', 'Théo', 'qui', 'doit', 'rentrer', 'à', 'la', 'maison', 'pour', 'faire', 'ses', 'devoirs'] []",A2
"La langue anglaise crée environ 20000 nouveaux mots chaque année ['La', 'langue', 'anglaise', 'crée', 'environ', '20000', 'nouveaux', 'mots', 'chaque', 'année'] []",A2
"La pollution je dis non mais à la vie je dis oui oui ['La', 'pollution', 'je', 'dis', 'non', 'mais', 'à', 'la', 'vie', 'je', 'dis', 'oui', 'oui'] ['pollution']",A2
"La route était longue entre Paris et Valras le voyage durait environ six heures ['La', 'route', 'était', 'longue', 'entre', 'Paris', 'et', 'Valras', 'le', 'voyage', 'durait', 'environ', 'six', 'heures'] ['route' 'six']",A2
"La semaine je me lève à six heures du matin et mon mari à huit heures ['La', 'semaine', 'je', 'me', 'lève', 'à', 'six', 'heures', 'du', 'matin', 'et', 'mon', 'mari', 'à', 'huit', 'heures'] ['six']",A2
"Le 14 juillet est la fête nationale française ['Le', '14', 'juillet', 'est', 'la', 'fête', 'nationale', 'française'] []",A2
"Ma nouvelle maison est blanche avec des volets bleus et des fleurs rouges ['Ma', 'nouvelle', 'maison', 'est', 'blanche', 'avec', 'des', 'volets', 'bleus', 'et', 'des', 'fleurs', 'rouges'] []",A2
"Ma sœur ainée a 14 ans ['Ma', 'sœur', 'ainée', 'a', '14', 'ans'] []",A2
"Ma tante Marcelline habite près de chez eux ['Ma', 'tante', 'Marcelline', 'habite', 'près', 'de', 'chez', 'eux'] []",A2
"mais aussi des fraisiers  je me régale et je fais le plein de vitamines Jespère que tu passes de bonnes vacances à Limoges ['mais', 'aussi', 'des', 'fraisiers', ' ', 'je', 'me', 'régale', 'et', 'je', 'fais', 'le', 'plein', 'de', 'vitamines', 'Jespère', 'que', 'tu', 'passes', 'de', 'bonnes', 'vacances', 'à', 'Limoges'] []",A2
"Mais la musique ma donné mal à la tête ['Mais', 'la', 'musique', 'ma', 'donné', 'mal', 'à', 'la', 'tête'] []",A2
"Mais le marché est loin de leur maison et ils ne peuvent pas y aller à pied ['Mais', 'le', 'marché', 'est', 'loin', 'de', 'leur', 'maison', 'et', 'ils', 'ne', 'peuvent', 'pas', 'y', 'aller', 'à', 'pied'] []",A2
"Mais le monde ne fonctionne pas toujours ainsi ['Mais', 'le', 'monde', 'ne', 'fonctionne', 'pas', 'toujours', 'ainsi'] []",A2
"Mais le weekend nous nous levons tous les deux à neuf heures ['Mais', 'le', 'weekend', 'nous', 'nous', 'levons', 'tous', 'les', 'deux', 'à', 'neuf', 'heures'] ['weekend']",A2
"Mais ma plus grande passion cest lart ['Mais', 'ma', 'plus', 'grande', 'passion', 'cest', 'lart'] ['plus' 'passion']",A2
"Mais ma plus grande passion cest lart ['Mais', 'ma', 'plus', 'grande', 'passion', 'cest', 'lart'] ['plus' 'passion']",A2
"On le fête avec ses amis ou sa famille et on souhaite « bonne année ['On', 'le', 'fête', 'avec', 'ses', 'amis', 'ou', 'sa', 'famille', 'et', 'on', 'souhaite', '«', 'bonne', 'année'] ['famille']",A2
"On partait de bonne heure pour ne pas être coincés dans les embouteillages ['On', 'partait', 'de', 'bonne', 'heure', 'pour', 'ne', 'pas', 'être', 'coincés', 'dans', 'les', 'embouteillages'] ['heure']",A2
"Parfois Jallais me mouiller un peu puis je revenais sécher au soleil ['Parfois', 'Jallais', 'me', 'mouiller', 'un', 'peu', 'puis', 'je', 'revenais', 'sécher', 'au', 'soleil'] []",A2
"Parfois ma grandmère Marie l’invite à la maison pour le déjeuner ['Parfois', 'ma', 'grandmère', 'Marie', 'l’', 'invite', 'à', 'la', 'maison', 'pour', 'le', 'déjeuner'] []",A2
"Pendant les grandes vacances nous allons à la campagne chez mes grandsparents ['Pendant', 'les', 'grandes', 'vacances', 'nous', 'allons', 'à', 'la', 'campagne', 'chez', 'mes', 'grandsparents'] []",A2
"Pendant que la salle se remplit petit à petit un étage endessous cest leffervescence ['Pendant', 'que', 'la', 'salle', 'se', 'remplit', 'petit', 'à', 'petit', 'un', 'étage', 'endessous', 'cest', 'leffervescence'] []",A2
"Pendant une heure et demie Théo peut penser à autre chose qu’à l’école et s’amuser avec ses amis ['Pendant', 'une', 'heure', 'et', 'demie', 'Théo', 'peut', 'penser', 'à', 'autre', 'chose', 'qu’', 'à', 'l’', 'école', 'et', 's’', 'amuser', 'avec', 'ses', 'amis'] ['heure']",A2
"Pile au moment où on a le plus besoin de réconfort ['Pile', 'au', 'moment', 'où', 'on', 'a', 'le', 'plus', 'besoin', 'de', 'réconfort'] ['moment' 'plus']",A2
"Pour aller dans ma chambre je dois monter un escalier ['Pour', 'aller', 'dans', 'ma', 'chambre', 'je', 'dois', 'monter', 'un', 'escalier'] []",A2
"Pour moi les médecins et les infirmières sont des héros sans costume ['Pour', 'moi', 'les', 'médecins', 'et', 'les', 'infirmières', 'sont', 'des', 'héros', 'sans', 'costume'] ['costume']",A2
"Pour se détendre Théo prend souvent un bain le soir avant de jouer encore un peu et d’aller dormir ['Pour', 'se', 'détendre', 'Théo', 'prend', 'souvent', 'un', 'bain', 'le', 'soir', 'avant', 'de', 'jouer', 'encore', 'un', 'peu', 'et', 'd’', 'aller', 'dormir'] []",A2
"Pourtant quand on était petits il détestait aller chez le dentiste ['Pourtant', 'quand', 'on', 'était', 'petits', 'il', 'détestait', 'aller', 'chez', 'le', 'dentiste'] []",A2
"Préfèrestu aller au théâtre ['Préfèrestu', 'aller', 'au', 'théâtre'] []",A2
"Puis je donne à manger aux lapins ['Puis', 'je', 'donne', 'à', 'manger', 'aux', 'lapins'] []",A2
"Puis je voulais devenir docteur pour soigner les malades ['Puis', 'je', 'voulais', 'devenir', 'docteur', 'pour', 'soigner', 'les', 'malades'] ['docteur']",A2
"Puis plus grand je découvrais les métiers de policier et davocat dans un film ['Puis', 'plus', 'grand', 'je', 'découvrais', 'les', 'métiers', 'de', 'policier', 'et', 'davocat', 'dans', 'un', 'film'] ['plus']",A2
"Quand je faisais mes valises je prenais toujours mon maillot de bain rouge mon sac de plage mes lunettes de soleil et mon journal intime ['Quand', 'je', 'faisais', 'mes', 'valises', 'je', 'prenais', 'toujours', 'mon', 'maillot', 'de', 'bain', 'rouge', 'mon', 'sac', 'de', 'plage', 'mes', 'lunettes', 'de', 'soleil', 'et', 'mon', 'journal', 'intime'] []",A2
"Quand les clients viennent on a limpression quils viennent dans un endroit féerique ['Quand', 'les', 'clients', 'viennent', 'on', 'a', 'limpression', 'quils', 'viennent', 'dans', 'un', 'endroit', 'féerique'] []",A2
"Sa femme Maryse est institutrice ['Sa', 'femme', 'Maryse', 'est', 'institutrice'] []",A2
"Si nous devons payer soixantedeux euros et quatrevingtcinq centimes chez le boucher par exemple il est content ['Si', 'nous', 'devons', 'payer', 'soixantedeux', 'euros', 'et', 'quatrevingtcinq', 'centimes', 'chez', 'le', 'boucher', 'par', 'exemple', 'il', 'est', 'content'] []",A2
"Souvent le soir il pratique une activité musicale  le piano ['Souvent', 'le', 'soir', 'il', 'pratique', 'une', 'activité', 'musicale', ' ', 'le', 'piano'] ['pratique' 'activité' 'piano']",A2
"Souvent nous achetons aussi seize tomates vingtcinq bananes environ dixhuit abricots et douze œufs ['Souvent', 'nous', 'achetons', 'aussi', 'seize', 'tomates', 'vingtcinq', 'bananes', 'environ', 'dixhuit', 'abricots', 'et', 'douze', 'œufs'] []",A2
"Soyez les bienvenus sur le site Internet des Bateaux de Paris ['Soyez', 'les', 'bienvenus', 'sur', 'le', 'site', 'Internet', 'des', 'Bateaux', 'de', 'Paris'] ['site']",A2
"Tanguy ne veut pas aller à la mer le mois prochain ['Tanguy', 'ne', 'veut', 'pas', 'aller', 'à', 'la', 'mer', 'le', 'mois', 'prochain'] []",A2
"Théo vérifie qu’il a bien fait son lit avant de s’habiller et de partir à l’école ['Théo', 'vérifie', 'qu’', 'il', 'a', 'bien', 'fait', 'son', 'lit', 'avant', 'de', 's’', 'habiller', 'et', 'de', 'partir', 'à', 'l’', 'école'] []",A2
"Tous les matins il suit la même routine  il commence par se laver le visage avant de prendre une douche ['Tous', 'les', 'matins', 'il', 'suit', 'la', 'même', 'routine', ' ', 'il', 'commence', 'par', 'se', 'laver', 'le', 'visage', 'avant', 'de', 'prendre', 'une', 'douche'] ['routine']",A2
"Tout le monde aime les centres commerciaux ['Tout', 'le', 'monde', 'aime', 'les', 'centres', 'commerciaux'] []",A2
"Tout le monde aime les centres commerciaux ['Tout', 'le', 'monde', 'aime', 'les', 'centres', 'commerciaux'] []",A2
"Tu amenais tes poupées et on les baignait dans la mer ['Tu', 'amenais', 'tes', 'poupées', 'et', 'on', 'les', 'baignait', 'dans', 'la', 'mer'] []",A2
"Tu as eu des nouvelles de Marie ['Tu', 'as', 'eu', 'des', 'nouvelles', 'de', 'Marie'] []",A2
"Tu es encore fâché contre Jean ['Tu', 'es', 'encore', 'fâché', 'contre', 'Jean'] []",A2
"Tu étais ma meilleure amie et tu avais toujours plein de bonnes idées pour samuser ['Tu', 'étais', 'ma', 'meilleure', 'amie', 'et', 'tu', 'avais', 'toujours', 'plein', 'de', 'bonnes', 'idées', 'pour', 'samuser'] []",A2
"Tu faisais des châteaux de sable et tu mettais des coquillages sur les tours ['Tu', 'faisais', 'des', 'châteaux', 'de', 'sable', 'et', 'tu', 'mettais', 'des', 'coquillages', 'sur', 'les', 'tours'] []",A2
"Tu vas tinscrire dans quelle faculté en septembre ['Tu', 'vas', 'tinscrire', 'dans', 'quelle', 'faculté', 'en', 'septembre'] ['septembre']",A2
"Tu veux du sucre dans ton café ['Tu', 'veux', 'du', 'sucre', 'dans', 'ton', 'café'] []",A2
